ICD_1,ICD_2,COUNT
300,428,2
284.8,571.5,2
284.8,571.2,2
998.32,V45.82,2
38.42,496,2
276.2,569.83,2
808.2,427.31,2
205.01,286.6,2
286.9,276,2
433.1,276.2,2
401.9,396.2,2
250,398.91,2
345.3,584.5,2
41.3,38.9,2
287.5,V43.65,2
410.41,428,2
331,250,2
285.29,8.45,2
427.89,585.9,2
486,427.32,2
998.11,578.9,2
V58.67,250.8,2
V58.67,250.5,2
V55.0,V46.1,2
253.6,V45.81,2
V45.02,V10.11,2
785.52,287.4,2
780.39,V42.0,2
276,998.12,2
331,244.9,2
274.9,327.23,2
486,250.6,2
799.02,276.1,2
733,300.4,2
491.21,272,2
272,V45.01,2
263.9,496,2
410.92,401.9,2
285.21,424.1,2
453.8,V44.1,2
453.8,V44.0,2
515,8.45,2
995.92,427.1,2
998.11,486,2
412,443.9,2
401.9,562.12,2
305.1,401.9,2
250.61,599,2
38.9,285.21,2
428,250.13,2
428,250.11,2
424,511.9,2
517.8,V44.0,2
786.09,427.31,2
238.7,401.9,2
286.6,285.1,2
403.9,276,2
518.81,253.5,2
275.42,403.91,2
710.4,518.84,2
276.2,572.3,2
V55.0,285.29,2
276.5,V10.03,2
599,38.42,2
493.2,995.92,2
998.12,275.2,2
272,274.9,2
577,785.52,2
365.9,486,2
995.92,398.91,2
285.1,V45.01,2
576.2,401.9,2
V49.75,403.91,2
790.7,286.9,2
38.9,397,2
E933.1,790.4,2
456.21,571.5,2
585.6,583.81,2
486,263.9,2
585.9,443.9,2
276.6,518.82,2
V45.81,790.7,2
E933.1,285.1,2
428,425.1,2
276.2,996.82,2
997.4,576.1,2
38.9,410.91,2
251.8,401.9,2
V45.82,585.9,2
453.4,401.9,2
787.91,397,2
424,427.1,2
482,70.54,2
V44.0,995.92,2
560.89,428,2
V45.01,512.1,2
272.4,786.3,2
996.62,578.9,2
780.57,276.3,2
518,414.01,2
250,996.74,2
428,349.82,2
584.9,996.04,2
250.4,276.1,2
995.92,682.6,2
276.3,508.1,2
585.6,250.41,2
584.9,402.91,2
V45.81,996.64,2
V45.81,996.61,2
414.01,276,2
424.1,995.92,2
785.59,572.2,2
785.59,572.3,2
997.3,401.9,2
285.29,410.91,2
V43.3,995.92,2
285.1,278.01,2
401.9,349.82,2
518.5,998.11,2
693,995.92,2
578.9,482.1,2
E885.9,278,2
425.4,486,2
438.89,443.9,2
516.8,401.9,2
276.1,38.9,2
569.81,555.9,2
535.51,511.9,2
414.8,584.9,2
507,276,2
357.2,250.4,2
486,311,2
414.8,414.01,2
250,275.41,2
V44.0,424,2
997.1,V10.46,2
348.4,428,2
V44.3,428,2
414.01,482.41,2
E878.8,998.59,2
412,362.01,2
276.8,276.5,2
276.8,276.1,2
276.8,276.3,2
V44.3,584.9,2
511.9,285.1,2
414.01,555.9,2
276.5,251.8,2
401.9,537.83,2
428.22,496,2
707.15,250,2
780.6,785.52,2
998.12,780.39,2
276.4,250,2
482,584.5,2
482.41,428.3,2
272,250.4,2
42,276.1,2
518.5,117.3,2
250.4,272,2
250.4,276,2
790.7,427.1,2
288.8,427.5,2
996.62,V09.0,2
482.1,8.45,2
V45.82,E934.2,2
584.5,287.5,2
285.1,560.81,2
280,997.1,2
280,493.9,2
285.29,403.91,2
E879.8,273.8,2
280,272,2
482.41,285.1,2
244.9,428.33,2
584.9,E878.0,2
584.5,38.11,2
357.2,507,2
362.01,996.81,2
693,401.9,2
998.2,V10.3,2
568.81,995.92,2
434.91,995.92,2
V09.0,38.9,2
401.9,799.4,2
756.19,737.39,2
997.1,996.86,2
428.21,424,2
428.21,428,2
599,427.41,2
608.86,599,2
996.72,995.91,2
428.3,280.9,2
585.6,401.9,2
584.9,205,2
577,780.6,2
V58.61,250.4,2
997.2,427.31,2
518.84,286.7,2
425.5,397,2
788.2,427.31,2
V45.1,585.6,2
536.41,V44.0,2
197.7,518,2
70.54,572.2,2
482.41,996.81,2
402.91,434.91,2
276.2,410.91,2
198.5,193,2
253.2,427.31,2
995.92,414,2
518.84,578,2
518.84,572,2
518.84,577,2
278,428,2
V66.7,493.2,2
412,518.5,2
599,E934.2,2
584.9,E934.2,2
V10.3,537.82,2
518,272,2
403.91,733,2
599,396.2,2
255.4,785.51,2
584.9,112.84,2
V43.64,401.9,2
808.2,507,2
344.1,996.81,2
286.6,998.12,2
112.2,599,2
518.81,578,2
285.1,V10.52,2
285.9,599.7,2
285.1,V12.51,2
996.62,416.8,2
276.5,285.21,2
201.9,518.84,2
201.9,518.81,2
585,790.7,2
482.1,397,2
197.7,799.02,2
424,693,2
997.3,496,2
287.4,276.5,2
286.7,584.9,2
V43.65,584.9,2
553.3,428,2
557,599,2
V45.82,V49.75,2
357.2,585.6,2
42,V08,2
38,276.5,2
38,276.3,2
285.9,V10.52,2
285.21,486,2
41.11,276.2,2
41.11,276.5,2
482.41,511.9,2
274.9,E878.8,2
486,721,2
789.5,263.9,2
272,707.03,2
428,V15.82,2
263.9,599.7,2
790.7,276.2,2
790.7,276.1,2
253.6,486,2
789.5,276.5,2
V45.01,410.71,2
401.9,482.82,2
428,792.1,2
285.1,V45.81,2
E879.0,250,2
38.9,790.7,2
38.11,V45.82,2
272.4,305.1,2
493.2,599,2
459,428,2
286.9,785.51,2
428.3,41.11,2
438.89,785.52,2
276.1,274.9,2
997.1,518.84,2
250.4,274.9,2
518.84,403.91,2
998.32,790.7,2
823,276.2,2
38.9,274.9,2
427.5,785.51,2
557,276.2,2
458.9,780.39,2
401.9,238.4,2
401.9,238.7,2
555.9,428,2
707.03,427.5,2
707.03,427.1,2
585.6,V09.0,2
403.91,568,2
280,496,2
401.9,V55.2,2
997.4,995.92,2
996.85,420.99,2
286.6,274.9,2
584.9,996.85,2
427.1,707,2
V43.4,285.29,2
428,278.01,2
250,579.3,2
458.29,358,2
434.11,285.9,2
427.31,V46.11,2
997.1,507,2
431,414.01,2
518.81,304.7,2
431,424,2
41.11,38.11,2
70.7,789.5,2
70.32,V58.67,2
459.2,E878.8,2
250,250.4,2
250,250.6,2
536.3,362.01,2
823,789.5,2
996.74,518.81,2
276.7,693,2
995.91,733,2
V58.61,394.1,2
V45.01,38.11,2
998.12,995.92,2
V45.81,788.2,2
412,250.41,2
427.5,707.03,2
518.5,V45.82,2
530.81,250.8,2
789.5,276.1,2
530.81,250.6,2
427.32,38.9,2
197,276.1,2
998.2,599,2
112.2,414.01,2
518,276.2,2
518,276.5,2
38.9,V49.75,2
584.5,482.41,2
996.81,518.5,2
V45.81,458.29,2
459,486,2
V44.0,453.8,2
38.49,599,2
285.1,272,2
250.6,38.9,2
285.1,278,2
530.81,362.01,2
560.89,518.81,2
41.11,280,2
787.91,428.3,2
585.6,276.7,2
518.83,508.1,2
482.1,458.9,2
443.9,996.81,2
443.9,V45.82,2
482.1,293,2
V58.61,V10.46,2
482.41,693,2
348.5,401.9,2
518.81,458.21,2
780.39,V44.3,2
786.3,285.1,2
599,276.52,2
599,276.51,2
447.1,599.7,2
496,519.1,2
411.1,244.9,2
560.1,428,2
584.9,250.61,2
572.3,493.9,2
584.5,585,2
785.51,272.4,2
997.4,511.9,2
584.5,518.84,2
508.1,V44.0,2
530.81,428.3,2
997.4,996.81,2
785.52,780.39,2
730.18,707.03,2
780.39,38.8,2
996.04,584.9,2
996.81,412,2
518.81,434.91,2
427.1,518,2
272,491.21,2
V45.82,305.1,2
112.2,443.9,2
427.31,253.2,2
427.31,253.5,2
998.59,584.9,2
998.59,584.5,2
205.01,584.9,2
787.2,584.9,2
575.1,428,2
410.71,530.81,2
424.1,458.9,2
276.8,414.8,2
276,411.1,2
250.01,997.1,2
556.9,V45.81,2
E885.9,599,2
431,507,2
38,428.3,2
571.5,V49.83,2
296.2,401.9,2
285.1,567.2,2
412,365.9,2
518.81,518.82,2
V10.05,787.91,2
V44.0,300,2
V58.67,998.12,2
253.6,285.1,2
707.07,599,2
41.11,V44.0,2
70.32,156,2
401.9,995.94,2
276.2,996.04,2
560.1,584.5,2
38.9,276.51,2
428.3,357.2,2
790.92,789.5,2
205,577,2
569.81,596.1,2
V10.05,482.41,2
276.7,571.5,2
E879.8,427.31,2
V45.82,274,2
519.1,401.9,2
491.21,250.4,2
250,537.82,2
496,38.8,2
403.91,274,2
276,567.2,2
583.81,425.4,2
570,790.7,2
276.2,482.83,2
286.6,117.3,2
285.21,511.9,2
427.89,263.9,2
402.91,427.31,2
780.39,410.71,2
453.8,996.62,2
789.5,998.11,2
585,998.12,2
205,V42.2,2
427.1,707.03,2
276.1,V10.11,2
424.1,V43.3,2
427.31,356.9,2
458.9,286.6,2
276.3,38.9,2
340,V44.1,2
340,V44.2,2
573,V45.81,2
428.4,428,2
70.32,70.54,2
272.4,284.8,2
518.83,682.2,2
38.11,V45.02,2
998.11,431,2
572.2,577,2
359.1,V46.1,2
707.05,511.9,2
427.32,496,2
V53.32,518.81,2
511,V44.0,2
284.8,560.1,2
578.1,244.9,2
996.72,38.9,2
730.18,V49.75,2
250.6,530.81,2
276.2,332,2
997.1,V10.3,2
710.1,535.51,2
584.5,733,2
38.9,996.73,2
38.9,996.74,2
117.9,238.7,2
518.81,70.51,2
8.45,244.9,2
V10.05,197.7,2
38.9,452,2
511.9,396.2,2
453.8,414.01,2
205.01,995.92,2
511.9,287.5,2
250.61,403.91,2
557.1,518.81,2
790.7,250,2
255.4,42,2
511.9,414.01,2
287.5,458.9,2
276.7,V45.1,2
410.71,V15.3,2
V10.3,424,2
995.92,280.9,2
585.9,518,2
287.4,572.3,2
276.5,412,2
276.5,414,2
276.1,424.1,2
V43.3,585,2
E879.8,511.9,2
585,427.1,2
996.62,518,2
585,427.5,2
507,276.1,2
995.91,585.6,2
518.89,276.2,2
518.89,276.1,2
286.9,V58.61,2
38.8,790.7,2
250.01,250,2
410.92,414.01,2
112.2,70.54,2
427.31,E888.9,2
486,578,2
571.8,284.8,2
V45.01,V45.02,2
486,578.9,2
197.7,198.5,2
197.7,198.3,2
996.81,276.7,2
427.31,568.81,2
567.2,135,2
518.84,996.59,2
530.81,397,2
780.57,V15.81,2
276.5,519.1,2
425.4,577,2
443.9,585.6,2
707.03,998.12,2
482.1,427.5,2
251.8,244.9,2
244.9,294.1,2
285.9,785.51,2
403.9,276.7,2
205,276.2,2
599,E878.8,2
401.9,331.4,2
276.2,112.2,2
425.1,427.31,2
995.92,568,2
272.4,585.9,2
V10.82,38.9,2
428,294.1,2
518.5,519.1,2
276.52,255.4,2
V44.0,496,2
V43.4,427.31,2
434.91,599,2
285.1,557.1,2
707.03,V44.3,2
578.1,401.9,2
998.11,250.8,2
518.82,162.8,2
733,995.92,2
V42.2,584.9,2
584.5,278.01,2
584.9,682.3,2
491.21,599.7,2
V53.31,428.3,2
434.11,414.01,2
585,707,2
244.9,396.3,2
996.82,996.59,2
285.1,428.3,2
414.01,567.2,2
707.05,427.31,2
995.92,112.5,2
427.81,V44.0,2
38.8,995.92,2
998.83,244.9,2
427.31,564,2
276.5,205,2
512.1,412,2
427.31,532.4,2
518.84,205,2
585.6,272,2
V58.61,V45.01,2
428,V42.0,2
428,V42.2,2
8.45,276.51,2
38,410.71,2
V58.61,424,2
428,337.1,2
428,337.3,2
585.9,38.42,2
530.85,285.9,2
530.85,285.1,2
287.5,780.39,2
280,424,2
401.9,41.3,2
790.7,244.9,2
414.01,V10.03,2
459,V45.81,2
276.7,V15.81,2
458.29,276.1,2
458.29,276.5,2
458.9,785.52,2
496,275.42,2
996.85,790.4,2
250.4,276.2,2
250.61,427.1,2
276.5,70.7,2
198.5,518.81,2
995.92,707.05,2
276.1,V44.0,2
280.9,255.4,2
428.33,427.31,2
V42.83,403.91,2
517.8,599,2
42,V58.67,2
486,427.41,2
285.29,V45.01,2
997.1,995.92,2
560.81,427.31,2
244.9,276.3,2
244.9,276.1,2
996.62,V43.65,2
518.84,785.59,2
403.91,416,2
996.85,577,2
567.2,70.41,2
780.39,425.4,2
332,38.9,2
286.6,276.5,2
396.2,285.1,2
789.5,286.7,2
998.11,70.54,2
E942.0,272,2
707,518.83,2
38.49,584.5,2
427.1,412,2
276.2,537.82,2
244.9,996.82,2
V45.1,998.11,2
E934.2,427.1,2
707.03,286.9,2
427.1,244.9,2
V12.51,427.31,2
8.45,V45.81,2
412,311,2
431,599,2
311,401.9,2
599,253.5,2
38.11,453.8,2
250.51,V42.83,2
491.21,E932.0,2
V15.3,998.11,2
E934.2,276,2
458.9,V45.81,2
682.6,414.01,2
294.8,414.01,2
710.1,710.2,2
512.1,599,2
560.1,998.11,2
518.81,117.9,2
V45.81,357.2,2
424,V15.81,2
41.11,427.5,2
287.5,682.7,2
287.5,682.2,2
V66.7,V45.01,2
507,511,2
443.9,276.2,2
38.9,250.61,2
397,682.7,2
403.91,E880.9,2
E934.2,785.52,2
518.5,780.57,2
456.2,584.9,2
284.8,593.9,2
286.9,578.1,2
286.9,578.9,2
287.4,274.9,2
286.9,42,2
253.6,995.92,2
365.9,410.71,2
410.71,682.6,2
V45.81,556.9,2
482.41,493.2,2
496,560.81,2
428.22,276.2,2
459,272,2
571.5,530.81,2
285.21,785.52,2
285.1,790.7,2
V49.75,996.62,2
V10.3,458.29,2
518.81,568.89,2
414.8,V58.61,2
998.2,284.8,2
562.11,428,2
427.5,996.62,2
578.1,438.89,2
300,427.31,2
280,70.7,2
998.11,V15.81,2
272.4,V44.0,2
278,780.39,2
276.5,496,2
578.9,789.5,2
250,997.1,2
250,997.4,2
571.5,996.82,2
785.59,599,2
995.92,571.2,2
V45.01,V45.81,2
250,996.84,2
443.9,996.62,2
70.54,70.3,2
274.9,250.4,2
117.9,284.8,2
414.01,424.1,2
348.1,285.9,2
494,518.84,2
276.4,V49.75,2
V12.59,511.9,2
491.21,8.45,2
428,41.7,2
710.1,416.8,2
287.5,585.9,2
427.31,562.12,2
287.4,998.11,2
V12.51,518.84,2
584.9,305.1,2
428.3,416,2
285.1,996.62,2
272,E878.8,2
403.91,250.61,2
250.41,785.52,2
V58.67,272,2
515,584.9,2
198.5,427.31,2
V45.81,414,2
38.9,255.4,2
492.8,518.81,2
250,518,2
276.8,416.8,2
414.01,578.1,2
276.8,434.91,2
707,780.39,2
416.8,710.1,2
578.1,997.1,2
599,428.22,2
V45.81,E930.8,2
250,V12.51,2
259.4,707.05,2
238.7,284.8,2
287.5,585.6,2
907.2,780.39,2
427.31,455.2,2
E942.0,272.4,2
562.1,428,2
E932.0,70.54,2
294.8,496,2
276.2,274.9,2
996.72,996.04,2
276.7,585.6,2
276.7,585.9,2
427.31,294.1,2
530.81,276.2,2
530.81,276.3,2
38.8,403.91,2
997.5,244.9,2
996.81,790.7,2
427.31,E878.8,2
427.31,E878.0,2
250,70.7,2
593.9,410.71,2
996.86,70.54,2
428.21,996.61,2
42,584.9,2
512.1,496,2
518.81,V45.81,2
998.12,286.7,2
785.51,424,2
244.9,284.8,2
996.81,567.21,2
512.1,995.92,2
518.5,458.9,2
512.1,285.9,2
789.5,584.5,2
496,V10.11,2
280.9,518.81,2
8.45,780.39,2
V10.11,38.9,2
427.31,707.02,2
427.31,707.09,2
358,311,2
780.39,42,2
250.41,244.9,2
707.03,V58.65,2
38.42,428,2
560.89,998.59,2
437,584.9,2
427.1,250.4,2
996.86,403.91,2
998.59,276.5,2
998.59,276.1,2
996.74,285.1,2
274.9,V45.02,2
571.8,577,2
275.42,401.9,2
996.62,458.9,2
E814.7,789.5,2
V10.46,8.45,2
572,250,2
511.9,997.1,2
412,570,2
996.62,790.7,2
305.51,255.4,2
365.9,276.2,2
263.9,112,2
998.59,V45.82,2
V45.01,V46.11,2
8.45,V45.01,2
453.8,276.7,2
453.8,276.2,2
453.8,276.1,2
276.7,414.8,2
41.4,530.81,2
486,357.2,2
274.9,518.84,2
276.52,998.32,2
V15.82,428,2
482.41,293,2
285.1,998.12,2
995.92,286.9,2
487,486,2
585.9,424,2
250,491.21,2
584.5,560.81,2
276.2,250.6,2
276.2,250.5,2
427.31,600,2
272,38.11,2
427.1,263.9,2
997.2,V45.01,2
507,274.9,2
427.1,453.8,2
201.9,425.4,2
276,997.1,2
162.3,8.45,2
410.71,286.9,2
E878.0,V42.83,2
414,486,2
427.41,482.1,2
996.65,41.7,2
787.2,276.5,2
432.1,998.59,2
785.51,8.45,2
427.1,790.7,2
570,305.1,2
482.1,V55.2,2
285.22,518.81,2
496,253.5,2
38,112.2,2
286.6,577,2
496,427.81,2
707,424,2
274.9,414.01,2
511.9,577,2
571.5,584.5,2
70.44,428,2
250,424.1,2
250,583.81,2
V10.06,197,2
518.5,397,2
V49.76,414.01,2
427.31,560.89,2
427.31,560.81,2
V45.82,413.9,2
41.11,571.5,2
276.1,785.52,2
V44.0,276.7,2
998.2,V55.2,2
997.4,244.9,2
250,287.4,2
38.9,787.91,2
995.92,519.09,2
567.2,410.71,2
555.9,412,2
583.81,250.4,2
491.21,414.8,2
787.91,276.2,2
112.5,427.31,2
250,599.7,2
707.8,996.81,2
292.81,507,2
427.89,276.7,2
276.2,E912,2
211.3,428,2
41.7,578,2
511.9,198.5,2
996.62,567.2,2
V15.81,530.81,2
585.9,272.4,2
730.18,344.1,2
285.9,255.4,2
482.1,V58.61,2
518.82,263.9,2
996.81,V58.67,2
996.81,V58.65,2
996.81,V58.61,2
427.31,996.73,2
V58.61,V55.0,2
276,707.14,2
996.81,401.9,2
276.52,276.51,2
785.59,571.2,2
401.9,V10.03,2
403.91,560.1,2
E934.2,486,2
780.39,344.1,2
486,707,2
285.29,38.11,2
425.4,V43.64,2
250.6,998.11,2
427.31,416,2
284.8,70.7,2
112,599,2
427.89,427.5,2
599,278.01,2
996.81,V44.3,2
414.01,780.6,2
584.9,707.8,2
414.01,790.7,2
V43.65,285.21,2
518.84,996.84,2
V45.01,518.83,2
428.32,428.33,2
287.5,E888.9,2
V45.81,453.8,2
197,198.3,2
263.9,996.61,2
42,255.4,2
276.8,250,2
427.31,281.9,2
799.4,995.92,2
V58.67,486,2
518.84,238.7,2
41.11,780.39,2
511.9,427.89,2
414.01,707.09,2
496,707,2
250.4,585.9,2
V58.61,8.45,2
285.1,244.9,2
785.59,482.1,2
V10.46,401.9,2
411.1,414.01,2
V45.01,425.4,2
250,440.1,2
401.9,V45.4,2
250.4,V15.81,2
250.4,427.32,2
162.2,584.9,2
276.52,410.71,2
507,V10.3,2
785.51,443.9,2
998.83,427.31,2
397,403.91,2
780.39,427.5,2
294.8,427.5,2
V45.82,424,2
274,V45.82,2
274,V45.81,2
284.8,577,2
496,593.9,2
287.5,788.2,2
507,251.8,2
585.6,998.11,2
276.1,348.3,2
427.81,412,2
996.84,276,2
284.8,255.4,2
428.3,362.01,2
276.3,201.9,2
707,496,2
38,250,2
599,280.9,2
8.45,276.1,2
780.39,278,2
518.81,285.29,2
707.03,272,2
V55.0,790.92,2
41.11,518.81,2
276.2,410.41,2
276.2,427.89,2
785.59,410.71,2
276.7,564,2
995.92,707,2
274.9,V45.82,2
274.9,V45.81,2
428,707.09,2
785.51,428.23,2
428,707.02,2
V10.11,V44.0,2
996.86,585.6,2
428,428.41,2
286.9,401.9,2
553.3,V58.67,2
998.59,707,2
276.2,V10.05,2
401.9,996.74,2
599,250.41,2
274.9,38.9,2
496,428.31,2
288,238.7,2
414.8,E942.0,2
431,401.9,2
996.65,428,2
780.39,135,2
493.9,416.8,2
570,112.5,2
287.5,396.2,2
414.01,428.21,2
599,413.9,2
998.11,995.92,2
530.81,357.2,2
995.92,996.61,2
V45.81,305.1,2
995.92,996.64,2
112.2,38.9,2
496,577,2
496,570,2
518.84,998.11,2
285.21,278.01,2
570,453.8,2
482.1,998.11,2
998.11,414.01,2
V58.65,8.45,2
536.3,337.1,2
414.01,V58.61,2
414.01,V58.65,2
518.82,285.1,2
785.52,518.84,2
785.52,518.83,2
996.62,280,2
785.51,276.2,2
276.8,287.5,2
733.13,428,2
440.1,414.01,2
496,410.91,2
42,584.5,2
38.9,428.22,2
996.74,584.9,2
403.91,707.12,2
255.4,38.11,2
456.2,572.4,2
584.9,337.3,2
785.5,401.9,2
599.7,8.45,2
707.14,403.91,2
427.31,438.89,2
427.31,459.81,2
996.72,V45.81,2
996.72,V45.82,2
285.1,416.8,2
518.5,311,2
572.3,537.82,2
682.3,996.62,2
38.11,571.5,2
785.52,530.81,2
996.72,427.41,2
286.9,276.5,2
42,570,2
996.84,427.31,2
403.91,493.2,2
996.65,995.92,2
287.5,70.7,2
255.4,287.4,2
V53.32,599,2
285.9,578,2
285.9,577,2
511,995.92,2
998.59,518,2
362.01,584.9,2
530.81,519.1,2
411.1,38.9,2
996.82,V58.67,2
414.01,E879.8,2
486,337.1,2
412,440.2,2
276.7,593.9,2
518.81,443.9,2
250.02,518.81,2
790.7,482,2
38.11,572.3,2
416.8,578.9,2
8.45,785.52,2
250,785.59,2
401.9,E934.2,2
511,E879.2,2
560.1,70.7,2
8.45,397,2
205.01,284.8,2
530.81,337.1,2
518.82,584.5,2
518.81,V43.3,2
511.9,V45.82,2
478.29,401.9,2
482.41,276.2,2
482.41,276.7,2
576.1,496,2
571.8,518.81,2
287.5,572.2,2
287.5,572.4,2
285.1,276.7,2
285.1,276.2,2
280,287.5,2
112,428,2
427.31,203,2
428,730.18,2
486,453.8,2
519.1,38.11,2
512.1,244.9,2
410.71,250.4,2
693,285.1,2
398.91,427.1,2
E879.8,V58.65,2
274.9,427.1,2
486,730.18,2
357.2,285.9,2
578.9,V44.1,2
560.89,427.31,2
401.9,710.9,2
434.91,511.9,2
401.9,710.2,2
401.9,710.1,2
785.59,427.1,2
518.5,553.3,2
434.91,250,2
584.9,707.09,2
E879.1,38.9,2
276.5,38.11,2
250.41,285.21,2
70.7,70.32,2
285.29,431,2
780.57,428.3,2
572.3,70.32,2
486,787.91,2
458.9,578.9,2
998.2,410.71,2
572.3,287.5,2
433.1,428,2
518.82,998.59,2
276.4,412,2
785.59,416,2
V45.1,V58.67,2
292.81,428,2
998.12,599,2
300.4,428,2
8.45,427.32,2
276.5,512.1,2
V45.02,507,2
410.71,38.8,2
416,250,2
431,438.2,2
427.31,244.3,2
428.22,427.81,2
250,560.1,2
276,244.9,2
V46.11,V45.01,2
344.1,780.39,2
486,38.42,2
285.21,584.9,2
496,996.81,2
733,518.89,2
362.01,996.62,2
562.1,414.01,2
998.2,785.59,2
434.91,276.5,2
434.91,276.2,2
201.9,427.5,2
276.7,570,2
197.7,V10.06,2
730.27,410.71,2
423.9,995.91,2
585.6,482.41,2
491.21,427.89,2
518.81,337.3,2
V12.59,288.8,2
38,285.9,2
38,401.9,2
285.9,357.2,2
555.9,38.9,2
496,V45.02,2
507,572.2,2
578.1,599,2
557,250.41,2
780.39,424,2
593.9,785.52,2
585.6,518.84,2
518.5,790.7,2
998.12,V45.81,2
427.31,444.1,2
202.8,427.5,2
410.71,V66.7,2
438.89,244.9,2
447.1,995.92,2
493.9,403.91,2
518,780.39,2
V45.01,593.9,2
482,789.5,2
570,286.7,2
585.9,V44.0,2
8.45,790.7,2
584.9,V49.83,2
518.5,682.2,2
415.19,518.81,2
70.54,585.6,2
428,289.81,2
276.1,362.01,2
285.21,790.7,2
263.9,V45.81,2
280,458.29,2
530.85,530.3,2
357.2,414.01,2
518.82,458.9,2
204.1,428,2
511.9,599.7,2
410.71,995.91,2
441.4,518.84,2
414.01,397,2
682.2,508.1,2
567.2,599,2
272,998.11,2
401.9,V42.2,2
486,398.91,2
V15.82,496,2
V55.0,V58.61,2
401.9,721,2
112,V45.82,2
V10.46,185,2
259.4,412,2
38.9,396.3,2
276,780.39,2
V43.4,707.05,2
482.83,518.84,2
482.83,518.81,2
70.44,403.91,2
287.5,572,2
276.7,482,2
358,518.81,2
411.1,412,2
995.92,304.01,2
707.14,785.52,2
507,317,2
428,556.9,2
428,440.2,2
253.5,518.81,2
156,197.7,2
440.2,V45.82,2
V09.0,V55.0,2
789.5,458.9,2
427.32,458.9,2
259.4,427.31,2
250.01,518.81,2
427.41,276.1,2
427.41,276.2,2
560.1,599,2
578.1,250,2
557,518.81,2
285.22,428,2
785.52,431,2
414,398.91,2
401.9,420.9,2
427.41,482.83,2
424.1,790.7,2
482,486,2
599,250.61,2
V10.52,198.5,2
276,276.51,2
578.9,780.39,2
571.5,424.1,2
572.4,155,2
358,V10.03,2
V58.67,286.9,2
272.4,272,2
272.4,276,2
V44.0,V58.61,2
253.6,337.1,2
557,996.62,2
458.9,482,2
518.5,571.5,2
410.71,284.8,2
276.2,V08,2
584.9,E879.1,2
272,427.89,2
V10.82,518.81,2
V44.0,V44.1,2
995.92,572.2,2
V45.1,250.5,2
276.5,42,2
518.82,V09.0,2
518.81,998.3,2
682.2,276,2
583.81,599,2
507,253.2,2
557.1,428,2
564,995.92,2
403.9,518.84,2
572.2,998.11,2
459,511.9,2
401.9,397,2
998.59,511.9,2
428,511,2
276.3,599,2
599,560.81,2
311,255.4,2
276.2,197,2
570,486,2
70.54,286.7,2
V10.11,251.8,2
70.54,286.9,2
577,276.2,2
998.59,412,2
785.52,575,2
428,576.1,2
996.64,585.9,2
274.9,285.9,2
410.71,578.9,2
250.51,362.01,2
276,416.8,2
414.01,410.91,2
999.8,584.9,2
428,70.7,2
285.29,482.1,2
276.5,70.54,2
112,785.52,2
285.9,584.5,2
250,E849.7,2
276,428.33,2
995.91,E933.1,2
V58.67,337.1,2
276.7,790.92,2
799.4,V58.67,2
276.1,244.9,2
785.52,294.8,2
571.5,996.62,2
403.91,571.5,2
276.5,272,2
693,414.01,2
578,507,2
790.7,996.85,2
259.4,276.2,2
518.84,V10.11,2
V44.1,518.84,2
348.1,424,2
707.03,344.1,2
E870.0,682.6,2
263.9,38.11,2
584.9,155,2
428,410.72,2
8.45,583.81,2
576.2,518.81,2
38.19,511.9,2
276.5,396.3,2
276.5,396.2,2
70.7,599,2
707,599,2
427.31,484.6,2
38.9,V45.82,2
998.32,38.9,2
427.32,995.92,2
997.4,276.2,2
276.2,416.8,2
518.84,995.91,2
428,799.4,2
428,494,2
780.39,707.8,2
70.54,250.41,2
996.82,584.5,2
518.5,996.62,2
493.9,42,2
272,570,2
428.2,427.31,2
357.2,410.71,2
486,682.6,2
486,682.3,2
285.1,263.9,2
401.9,342.9,2
555.9,250,2
458.9,427.5,2
707.03,707.14,2
287.5,250.01,2
785.52,238.7,2
272,V43.65,2
599.7,785.52,2
414.01,433.1,2
V58.61,E932.0,2
V10.05,599,2
440.1,530.81,2
238.7,205,2
780.39,V09.0,2
263.9,571.5,2
250,578.9,2
518.81,410.11,2
511,486,2
428,997.2,2
785.59,996.61,2
189,427.31,2
276.51,572.3,2
428,E849.7,2
427.32,V45.01,2
599,38.1,2
427.31,440.24,2
599,38.8,2
253.2,401.9,2
284.8,8.45,2
250.41,70.54,2
263.9,E879.8,2
996.81,560.1,2
428,305,2
427.31,41.11,2
428,300,2
285.29,996.62,2
557,578,2
567.2,790.7,2
518.5,V10.52,2
507,998.11,2
584.9,428.22,2
584.5,V44.0,2
283,401.9,2
785.51,682.3,2
507,397,2
578.9,348.1,2
276.2,287.4,2
205,238.7,2
518.84,466,2
434.91,427.31,2
997.1,250.41,2
518.5,785.6,2
995.92,396.3,2
789.5,452,2
996.72,274.9,2
567.2,250,2
530.81,251.8,2
38.9,401,2
287.4,293,2
428.4,785.52,2
285.21,996.81,2
707.8,401.9,2
707.05,414.01,2
428.22,996.62,2
244.9,998.12,2
431,250,2
511.9,V10.52,2
416.8,414.01,2
V44.0,707.03,2
515,427.1,2
515,427.5,2
410.71,244.9,2
311,996.1,2
571.5,998.59,2
555.9,244.9,2
431,403.91,2
280,427.89,2
571.5,570,2
428.3,585.9,2
599,V55.2,2
599,V55.0,2
E879.8,486,2
995.92,790.92,2
285.9,585,2
459.2,250,2
570,V10.3,2
496,518.5,2
272,998.32,2
